didok,stationsbezeichnung,service,periodevon,periodebis,von1,bis1,von2,bis2,von3,bis3,Mo,Di,Mi,Do,Fr,Sa,So,Oeffnungsdauer,Dauer Mo-Fr,Dauer Sa,Dauer So,Unternehmung,geopos,ID
2206,Baar,Gepäck,01.01.2018,01.01.1931,0001-01-01T07:38:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,,,11.45 Std/Min.,58.45 Std/Min.,,,SBB,"47.1953625991, 8.52325583517",3696
2206,Baar,Gepäckaufbewahrung,01.01.2018,01.01.1931,0001-01-01T08:43:28+00:53,0001-01-01T13:08:28+00:53,0001-01-01T14:08:28+00:53,0001-01-01T16:53:28+00:53,,,,,,,,1,,7.10 Std/Min.,,7.10 Std/Min.,,SBB,"47.1953625991, 8.52325583517",3697
2206,Baar,Western Union,01.01.2018,01.01.1931,0001-01-01T07:38:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,,,11.45 Std/Min.,58.45 Std/Min.,,,SBB,"47.1953625991, 8.52325583517",3698
2209,Oberrieden Dorf,Drittverkauf,,01.01.1931,0001-01-01T06:53:28+00:53,0001-01-01T21:53:28+00:53,,,,,1,1,1,1,1,1,,15.0 Std/Min.,75.0 Std/Min.,15.0 Std/Min.,,SBB,"47.2767239721, 8.57763334225",3699
2213,Wohlen,"Billette, Abonnemente, Freizeitangebote",01.01.2012,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,,,1,,10.0 Std/Min.,,10.0 Std/Min.,,SBB,"47.3484618374, 8.26978121872",3700
8084,Kirchberg-Alchenflüh,Gepäck,,01.01.2010,0001-01-01T08:03:28+00:53,0001-01-01T20:38:28+00:53,,,,,1,1,1,1,1,,,12.35 Std/Min.,62.55 Std/Min.,,,BLS,"47.0834934517, 7.58014043614",3701
8084,Kirchberg-Alchenflüh,Gepäck,,01.01.2010,0001-01-01T08:43:28+00:53,0001-01-01T12:38:28+00:53,0001-01-01T13:08:28+00:53,0001-01-01T16:53:28+00:53,,,,,,,,1,,7.40 Std/Min.,,7.40 Std/Min.,,BLS,"47.0834934517, 7.58014043614",3702
8084,Kirchberg-Alchenflüh,Gepäck,01.01.2011,01.01.1931,0001-01-01T07:23:28+00:53,0001-01-01T19:38:28+00:53,,,,,1,1,1,1,1,,,12.15 Std/Min.,61.15 Std/Min.,,,BLS,"47.0834934517, 7.58014043614",3703
8089,Biberist Ost,Gepäck,01.01.2016,01.01.1931,0001-01-01T06:08:28+00:53,0001-01-01T20:23:28+00:53,,,,,1,1,1,1,1,0,0,14.15 Std/Min.,71.15 Std/Min.,,,BLS,"47.1806269395, 7.56634577241",3704
8092,Schönbühl Einkaufszentrum (Shoppyland),Eventtickets,01.01.2024,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,,,1,,9.0 Std/Min.,,9.0 Std/Min.,,SBB,,3705
8092,Schönbühl Einkaufszentrum (Shoppyland),Geldwechsel,01.01.2010,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T20:53:28+00:53,,,,,1,1,1,1,,,,11.0 Std/Min.,44.0 Std/Min.,,,SBB,,3706
8100,Langenthal,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T18:23:28+00:53,,,,,,,,,,1,,10.30 Std/Min.,,10.30 Std/Min.,,SBB,"47.2173003777, 7.78470885276",3707
8100,Langenthal,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T18:23:28+00:53,,,,,0,0,0,0,0,1,0,10.0 Std/Min.,50.0 Std/Min.,10.0 Std/Min.,,SBB,"47.2173003777, 7.78470885276",3708
8100,Langenthal,Geldwechsel,,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T18:23:28+00:53,,,,,0,0,0,0,0,1,0,10.0 Std/Min.,50.0 Std/Min.,10.0 Std/Min.,,SBB,"47.2173003777, 7.78470885276",3709
8100,Langenthal,Geldwechsel,,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T18:23:28+00:53,,,,,0,0,0,0,0,0,1,8.30 Std/Min.,42.30 Std/Min.,,8.30 Std/Min.,SBB,"47.2173003777, 7.78470885276",3710
8100,Langenthal,Gepäck,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,0,0,12.0 Std/Min.,60.0 Std/Min.,,,SBB,"47.2173003777, 7.78470885276",3711
8100,Langenthal,Gepäck,,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T18:23:28+00:53,,,,,0,0,0,0,0,1,0,10.0 Std/Min.,50.0 Std/Min.,10.0 Std/Min.,,SBB,"47.2173003777, 7.78470885276",3712
8183,Madiswil,Drittverkauf,01.01.2010,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,,,8.30 Std/Min.,42.30 Std/Min.,,,BLS,"47.1666712746, 7.79564564965",3713
8187,Huttwil,Geldwechsel,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,,,11.30 Std/Min.,57.30 Std/Min.,,,BLS,"47.1145970227, 7.84272110471",3714
8187,Huttwil,Gepäck,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,,,11.30 Std/Min.,57.30 Std/Min.,,,BLS,"47.1145970227, 7.84272110471",3715
8187,Huttwil,Gruppenreisen,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T12:23:28+00:53,0001-01-01T13:23:28+00:53,0001-01-01T16:53:28+00:53,,,,,,,,1,,8.0 Std/Min.,,8.0 Std/Min.,,BLS,"47.1145970227, 7.84272110471",3716
8255,Oberdiessbach,Drittverkauf,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T20:53:28+00:53,,,,,,,,,,,1,13.0 Std/Min.,,,13.0 Std/Min.,BLS,"46.8395366963, 7.61804326778",3717
8265,Hasle-Rüegsau,Gepäck,01.01.2002,01.01.1931,0001-01-01T08:13:28+00:53,0001-01-01T12:38:28+00:53,0001-01-01T13:43:28+00:53,0001-01-01T17:03:28+00:53,,,,,,,,1,,7.45 Std/Min.,,7.45 Std/Min.,,BLS,"47.016021356, 7.65562739603",3718
8267,Ramsei,"Billette, Abonnemente, Freizeitangebote",01.01.2012,01.01.2013,0001-01-01T06:03:28+00:53,0001-01-01T23:33:28+00:53,,,,,1,1,1,1,1,1,,17.30 Std/Min.,87.30 Std/Min.,17.30 Std/Min.,,BLS,"46.9967638644, 7.7102034568",3719
8267,Ramsei,"Billette, Abonnemente, Freizeitangebote",01.01.2012,01.01.2013,0001-01-01T06:43:28+00:53,0001-01-01T20:28:28+00:53,0001-01-01T20:43:28+00:53,0001-01-01T23:33:28+00:53,,,,,,,,,1,16.35 Std/Min.,,,16.35 Std/Min.,BLS,"46.9967638644, 7.7102034568",3720
8293,"Zell, Post","Billette, Abonnemente, Freizeitangebote",01.01.2003,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T12:23:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,,,8.0 Std/Min.,40.0 Std/Min.,,,BLS,"47.1367418541, 7.9265272463",3721
8295,Willisau,"Billette, Abonnemente, Freizeitangebote",01.01.2019,01.01.1931,0001-01-01T07:38:28+00:53,0001-01-01T19:38:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,BLS,"47.122559862, 7.99706134204",3722
8295,Willisau,Velovermietung,01.01.2019,01.01.1931,0001-01-01T08:38:28+00:53,0001-01-01T12:23:28+00:53,0001-01-01T14:38:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,1,1,8.0 Std/Min.,,8.0 Std/Min.,8.0 Std/Min.,BLS,"47.122559862, 7.99706134204",3723
8295,Willisau,Velovermietung,,,0001-01-01T08:38:28+00:53,0001-01-01T12:23:28+00:53,0001-01-01T13:38:28+00:53,0001-01-01T17:53:28+00:53,,,0,0,0,0,0,1,0,8.0 Std/Min.,40.0 Std/Min.,8.0 Std/Min.,,BLS,"47.122559862, 7.99706134204",3724
8297,Menznau,Reisebüro KTU,,01.01.1931,0001-01-01T06:13:28+00:53,0001-01-01T19:58:28+00:53,,,,,1,1,1,1,1,,,13.45 Std/Min.,68.45 Std/Min.,,,BLS,"47.0834344953, 8.04092804492",3725
8391,Stans,Geldwechsel,,01.01.1931,0001-01-01T07:23:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,12.30 Std/Min.,62.30 Std/Min.,,,ZB,"46.9583210245, 8.36674143144",3726
8391,Stans,Gepäckaufbewahrung,,01.01.1931,0001-01-01T08:08:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,,1,,10.45 Std/Min.,,10.45 Std/Min.,,ZB,"46.9583210245, 8.36674143144",3727
8391,Stans,Reisebüro KTU,01.01.2012,,0001-01-01T08:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,1,1,1,1,1,0,0,10.0 Std/Min.,50.0 Std/Min.,,,ZB,"46.9583210245, 8.36674143144",3728
8391,Stans,Reisebüro KTU,01.01.2012,,0001-01-01T10:23:28+00:53,0001-01-01T14:53:28+00:53,,,,,0,0,0,0,0,1,0,4.30 Std/Min.,22.30 Std/Min.,4.30 Std/Min.,,ZB,"46.9583210245, 8.36674143144",3729
8399,Engelberg,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T07:38:28+00:53,0001-01-01T20:08:28+00:53,,,,,1,1,1,1,1,1,1,12.30 Std/Min.,62.30 Std/Min.,12.30 Std/Min.,12.30 Std/Min.,ZB,"46.8195231702, 8.40264298232",3730
8399,Engelberg,Gepäckaufbewahrung,,01.01.1930,0001-01-01T08:38:28+00:53,0001-01-01T12:58:28+00:53,0001-01-01T14:38:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,1,1,8.35 Std/Min.,42.55 Std/Min.,8.35 Std/Min.,8.35 Std/Min.,ZB,"46.8195231702, 8.40264298232",3731
8463,Weggis,"Billette, Abonnemente, Freizeitangebote",01.01.2019,01.01.2015,0001-01-01T09:53:28+00:53,0001-01-01T13:08:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T17:03:28+00:53,,,1,1,1,1,1,1,1,6.25 Std/Min.,32.5 Std/Min.,6.25 Std/Min.,6.25 Std/Min.,SGV,"47.03142122, 8.43322400814",3732
8464,Vitznau,"Billette, Abonnemente, Freizeitangebote",01.01.2029,01.01.2019,0001-01-01T08:53:28+00:53,0001-01-01T13:03:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T19:03:28+00:53,,,1,1,1,1,1,1,1,9.20 Std/Min.,46.40 Std/Min.,9.20 Std/Min.,9.20 Std/Min.,SGV,"47.0093586594, 8.48238323725",3733
8476,Flüelen SGV,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T17:23:28+00:53,,,1,1,1,1,1,1,1,6.0 Std/Min.,30.0 Std/Min.,6.0 Std/Min.,6.0 Std/Min.,SGV,"46.903366807, 8.62392232257",3734
8492,Luzern Bahnhofquai,"Billette, Abonnemente, Freizeitangebote",,01.01.2015,0001-01-01T09:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T13:43:28+00:53,0001-01-01T16:53:28+00:53,,,0,0,0,0,0,1,0,6.40 Std/Min.,33.20 Std/Min.,6.40 Std/Min.,,SGV,"47.0511683513, 8.31016082092",3735
8499,Seelisberg,Gepäck,01.01.2006,01.01.1931,0001-01-01T09:08:28+00:53,0001-01-01T12:38:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:38:28+00:53,,,1,1,1,1,1,1,1,7.45 Std/Min.,38.45 Std/Min.,7.45 Std/Min.,7.45 Std/Min.,TSB,"46.9788077162, 8.58692988796",3736
8789,"Sörenberg, Post",Gepäck,01.01.2020,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,,,,,,,,,,,1,4.0 Std/Min.,,,4.0 Std/Min.,POST,"46.8217371263, 8.03451791917",3737
8798,"Buochs, Post",Gepäck,01.01.2017,01.01.2012,0001-01-01T14:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,1,1,1,1,1,,,4.0 Std/Min.,20.0 Std/Min.,,,POST,"46.9738522039, 8.42231412686",3738
9000,Chur,Geldwechsel,,01.01.1931,0001-01-01T07:43:28+00:53,0001-01-01T18:53:28+00:53,,,,,0,0,0,0,0,1,1,11.10 Std/Min.,55.50 Std/Min.,11.10 Std/Min.,11.10 Std/Min.,SBB,"46.8530797552, 9.52892561961",3739
9000,Chur,Gepäck,,01.01.1931,0001-01-01T07:43:28+00:53,0001-01-01T18:23:28+00:53,,,,,0,0,0,0,0,1,1,10.40 Std/Min.,53.20 Std/Min.,10.40 Std/Min.,10.40 Std/Min.,SBB,"46.8530797552, 9.52892561961",3740
9000,Chur,Velovermietung,,01.01.1931,0001-01-01T07:43:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,0,0,11.40 Std/Min.,58.20 Std/Min.,,,SBB,"46.8530797552, 9.52892561961",3741
9002,Landquart,Eventtickets,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,SBB,"46.9674389764, 9.55402859224",3742
9002,Landquart,Fundservice,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,SBB,"46.9674389764, 9.55402859224",3743
9002,Landquart,Geldwechsel,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,SBB,"46.9674389764, 9.55402859224",3744
9002,Landquart,Geldwechsel,,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T12:43:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,,1,8.20 Std/Min.,,,8.20 Std/Min.,SBB,"46.9674389764, 9.55402859224",3745
9002,Landquart,Gepäck,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,SBB,"46.9674389764, 9.55402859224",3746
9002,Landquart,Western Union,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,,,1,,10.0 Std/Min.,,10.0 Std/Min.,,SBB,"46.9674389764, 9.55402859224",3747
9059,Grüsch,Drittverkauf,01.01.2021,01.01.1931,0001-01-01T07:23:28+00:53,0001-01-01T12:23:28+00:53,,,,,,,,1,,,,5.0 Std/Min.,5.0 Std/Min.,,,RhB,"46.9804929352, 9.64577921297",3748
9068,Klosters Platz,"Billette, Abonnemente, Freizeitangebote",01.01.2011,01.01.2015,0001-01-01T07:03:28+00:53,0001-01-01T20:28:28+00:53,,,,,1,1,1,1,1,,,13.25 Std/Min.,67.5 Std/Min.,,,RhB,"46.8692118566, 9.8809363602",3749
9068,Klosters Platz,Geldwechsel,01.01.2011,01.01.2015,0001-01-01T08:08:28+00:53,0001-01-01T20:28:28+00:53,,,,,,,,,,1,1,12.20 Std/Min.,,12.20 Std/Min.,12.20 Std/Min.,RhB,"46.8692118566, 9.8809363602",3750
9068,Klosters Platz,Gepäck,01.01.2010,01.01.1931,0001-01-01T07:38:28+00:53,0001-01-01T18:53:28+00:53,,,,,1,1,1,1,1,1,1,11.15 Std/Min.,56.15 Std/Min.,11.15 Std/Min.,11.15 Std/Min.,RhB,"46.8692118566, 9.8809363602",3751
9071,Davos Wolfgang,Mobile Verkaufstelle,01.01.2014,01.01.2026,0001-01-01T08:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,1,1,1,1,1,1,1,9.0 Std/Min.,45.0 Std/Min.,9.0 Std/Min.,9.0 Std/Min.,RhB,"46.8319650347, 9.85455367613",3752
9072,Davos Dorf,Check-in am Bahnhof,01.01.2013,01.01.2016,0001-01-01T08:33:28+00:53,0001-01-01T19:03:28+00:53,,,,,1,1,1,1,1,1,1,10.30 Std/Min.,52.30 Std/Min.,10.30 Std/Min.,10.30 Std/Min.,RhB,"46.8097194338, 9.84211236596",3753
9072,Davos Dorf,Geldwechsel,01.01.2005,,0001-01-01T08:33:28+00:53,0001-01-01T19:03:28+00:53,,,,,1,1,1,1,1,1,1,10.30 Std/Min.,52.30 Std/Min.,10.30 Std/Min.,10.30 Std/Min.,RhB,"46.8097194338, 9.84211236596",3754
9073,Davos Platz,Geldwechsel,01.01.2019,01.01.1931,0001-01-01T07:38:28+00:53,0001-01-01T19:58:28+00:53,,,,,1,1,1,1,1,1,1,12.20 Std/Min.,61.40 Std/Min.,12.20 Std/Min.,12.20 Std/Min.,RhB,"46.7914664266, 9.82072566153",3755
9157,Arosa,"Billette, Abonnemente, Freizeitangebote",01.01.2005,01.01.2003,0001-01-01T08:23:28+00:53,0001-01-01T18:43:28+00:53,,,,,1,1,1,1,1,1,1,10.20 Std/Min.,51.40 Std/Min.,10.20 Std/Min.,10.20 Std/Min.,RhB,"46.7832957175, 9.67933313854",3756
9171,Ilanz,Gepäck,01.01.2016,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T19:33:28+00:53,,,,,,,,,,,1,10.40 Std/Min.,,,10.40 Std/Min.,RhB,"46.7753580075, 9.20743786951",3757
9171,Ilanz,Gepäckaufbewahrung,01.01.2016,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T19:33:28+00:53,,,,,,,,,,,1,10.40 Std/Min.,,,10.40 Std/Min.,RhB,"46.7753580075, 9.20743786951",3758
9171,Ilanz,Reisebüro KTU,01.01.2016,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T19:33:28+00:53,,,,,,,,,,,1,10.40 Std/Min.,,,10.40 Std/Min.,RhB,"46.7753580075, 9.20743786951",3759
9179,Disentis/Mustér,Annahmestelle Elektroschrott Kat. A,,01.01.1931,0001-01-01T06:23:28+00:53,0001-01-01T12:13:28+00:53,0001-01-01T13:13:28+00:53,0001-01-01T20:43:28+00:53,,,1,1,1,1,1,1,1,13.20 Std/Min.,66.40 Std/Min.,13.20 Std/Min.,13.20 Std/Min.,RhB,"46.7049782556, 8.85502182084",3760
9181,Domat/Ems,Gepäck,01.01.2024,01.01.1931,0001-01-01T07:23:28+00:53,0001-01-01T11:58:28+00:53,0001-01-01T13:58:28+00:53,0001-01-01T17:38:28+00:53,,,1,1,1,1,1,0,0,8.15 Std/Min.,41.15 Std/Min.,,,RhB,"46.8331408741, 9.45316475001",3761
9181,Domat/Ems,Gepäckaufbewahrung,01.01.2024,01.01.1931,0001-01-01T07:23:28+00:53,0001-01-01T11:58:28+00:53,0001-01-01T13:58:28+00:53,0001-01-01T17:38:28+00:53,,,1,1,1,1,1,0,0,8.15 Std/Min.,41.15 Std/Min.,,,RhB,"46.8331408741, 9.45316475001",3762
9189,Thusis,Annahmestelle Elektroschrott Kat. B,01.01.2012,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T18:23:28+00:53,,,,,1,1,1,1,1,,,10.30 Std/Min.,52.30 Std/Min.,,,RhB,"46.6981990894, 9.44050194244",3763
9189,Thusis,Gepäckaufbewahrung,01.01.2012,01.01.1931,0001-01-01T09:03:28+00:53,0001-01-01T13:33:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:23:28+00:53,,,0,0,0,0,0,1,1,8.30 Std/Min.,42.30 Std/Min.,8.30 Std/Min.,8.30 Std/Min.,RhB,"46.6981990894, 9.44050194244",3764
9192,Tiefencastel,Gepäck,01.01.2008,01.01.1931,0001-01-01T09:03:28+00:53,0001-01-01T12:43:28+00:53,0001-01-01T14:03:28+00:53,0001-01-01T18:43:28+00:53,,,1,1,1,1,1,1,1,8.20 Std/Min.,41.40 Std/Min.,8.20 Std/Min.,8.20 Std/Min.,RhB,"46.6638787719, 9.57286526287",3765
9192,Tiefencastel,Gepäckaufbewahrung,01.01.2008,01.01.1931,0001-01-01T09:03:28+00:53,0001-01-01T12:43:28+00:53,0001-01-01T14:03:28+00:53,0001-01-01T18:43:28+00:53,,,1,1,1,1,1,1,1,8.20 Std/Min.,41.40 Std/Min.,8.20 Std/Min.,8.20 Std/Min.,RhB,"46.6638787719, 9.57286526287",3766
9192,Tiefencastel,Gepäckaufbewahrung,,01.01.2025,0001-01-01T09:03:28+00:53,0001-01-01T13:13:28+00:53,0001-01-01T13:58:28+00:53,0001-01-01T17:43:28+00:53,,,1,1,1,1,1,1,1,7.55 Std/Min.,39.35 Std/Min.,7.55 Std/Min.,7.55 Std/Min.,RhB,"46.6638787719, 9.57286526287",3767
9197,Bergün/Bravuogn,"Billette, Abonnemente, Freizeitangebote",01.01.2008,01.01.1931,0001-01-01T09:33:28+00:53,0001-01-01T18:13:28+00:53,,,,,1,1,1,1,1,1,1,8.40 Std/Min.,43.20 Std/Min.,8.40 Std/Min.,8.40 Std/Min.,RhB,"46.6310688834, 9.74675138258",3768
9197,Bergün/Bravuogn,Gepäckaufbewahrung,,01.01.2025,0001-01-01T09:33:28+00:53,0001-01-01T13:13:28+00:53,0001-01-01T13:58:28+00:53,0001-01-01T18:13:28+00:53,,,1,1,1,1,1,1,1,7.55 Std/Min.,39.35 Std/Min.,7.55 Std/Min.,7.55 Std/Min.,RhB,"46.6310688834, 9.74675138258",3769
9197,Bergün/Bravuogn,Gepäckaufbewahrung,01.01.2018,01.01.2013,0001-01-01T08:33:28+00:53,0001-01-01T17:23:28+00:53,,,,,1,0,0,0,0,0,0,8.50 Std/Min.,44.10 Std/Min.,,,RhB,"46.6310688834, 9.74675138258",3770
9250,Bever,"Billette, Abonnemente, Freizeitangebote",01.01.2012,01.01.2003,0001-01-01T09:23:28+00:53,0001-01-01T11:53:28+00:53,0001-01-01T15:23:28+00:53,0001-01-01T17:53:28+00:53,,,1,1,1,1,1,0,0,5.0 Std/Min.,25.0 Std/Min.,,,RhB,"46.5499061769, 9.88847669658",3771
9250,Bever,Gepäck,01.01.2012,01.01.2003,0001-01-01T09:23:28+00:53,0001-01-01T11:53:28+00:53,0001-01-01T16:53:28+00:53,0001-01-01T18:53:28+00:53,,,0,0,0,0,0,1,0,4.30 Std/Min.,22.30 Std/Min.,4.30 Std/Min.,,RhB,"46.5499061769, 9.88847669658",3772
9251,Samedan,"Billette, Abonnemente, Freizeitangebote",01.01.2015,01.01.1930,0001-01-01T07:53:28+00:53,0001-01-01T19:13:28+00:53,,,,,1,1,1,1,1,1,0,11.20 Std/Min.,56.40 Std/Min.,11.20 Std/Min.,,RhB,"46.5337641741, 9.8736354163",3773
9251,Samedan,Geldwechsel,01.01.2015,01.01.1930,0001-01-01T07:53:28+00:53,0001-01-01T19:13:28+00:53,,,,,1,1,1,1,1,1,0,11.20 Std/Min.,56.40 Std/Min.,11.20 Std/Min.,,RhB,"46.5337641741, 9.8736354163",3774
9251,Samedan,Geldwechsel,01.01.2015,01.01.1930,0001-01-01T08:53:28+00:53,0001-01-01T12:13:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T19:13:28+00:53,,,0,0,0,0,0,0,1,8.10 Std/Min.,40.50 Std/Min.,,8.10 Std/Min.,RhB,"46.5337641741, 9.8736354163",3775
9252,Celerina,"Billette, Abonnemente, Freizeitangebote",01.01.2024,01.01.2018,0001-01-01T09:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,1,,7.0 Std/Min.,,7.0 Std/Min.,,RhB,"46.5139828859, 9.8584448359",3776
9252,Celerina,Gepäck,01.01.2019,01.01.2004,0001-01-01T09:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,0,0,7.30 Std/Min.,37.30 Std/Min.,,,RhB,"46.5139828859, 9.8584448359",3777
9255,Pontresina,Geldwechsel,01.01.2013,01.01.1931,0001-01-01T07:33:28+00:53,0001-01-01T18:53:28+00:53,,,,,1,1,1,1,1,1,1,11.20 Std/Min.,56.40 Std/Min.,11.20 Std/Min.,11.20 Std/Min.,RhB,"46.4906477887, 9.89607757913",3778
9255,Pontresina,Reisebüro KTU,01.01.2029,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,1,1,8.0 Std/Min.,40.0 Std/Min.,8.0 Std/Min.,8.0 Std/Min.,RhB,"46.4906477887, 9.89607757913",3779
9258,Zuoz,"Billette, Abonnemente, Freizeitangebote",01.01.2024,01.01.2018,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,1,,8.0 Std/Min.,40.0 Std/Min.,8.0 Std/Min.,,RhB,"46.5999530277, 9.96146378568",3780
9258,Zuoz,"Billette, Abonnemente, Freizeitangebote",01.01.2024,01.01.2013,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,1,0,8.0 Std/Min.,40.0 Std/Min.,8.0 Std/Min.,,RhB,"46.5999530277, 9.96146378568",3781
9258,Zuoz,"Billette, Abonnemente, Freizeitangebote",01.01.2024,01.01.2013,0001-01-01T09:53:28+00:53,0001-01-01T12:23:28+00:53,,,,,0,0,0,0,0,0,1,2.30 Std/Min.,12.30 Std/Min.,,2.30 Std/Min.,RhB,"46.5999530277, 9.96146378568",3782
9258,Zuoz,Gepäck,01.01.2019,01.01.2018,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,0,0,8.0 Std/Min.,40.0 Std/Min.,,,RhB,"46.5999530277, 9.96146378568",3783
9262,Zernez,"Billette, Abonnemente, Freizeitangebote",01.01.2020,01.01.2025,0001-01-01T08:33:28+00:53,0001-01-01T12:13:28+00:53,0001-01-01T13:13:28+00:53,0001-01-01T18:03:28+00:53,,,1,1,1,1,1,1,1,8.30 Std/Min.,42.30 Std/Min.,8.30 Std/Min.,8.30 Std/Min.,RhB,"46.6976679974, 10.0899416034",3784
9262,Zernez,"Billette, Abonnemente, Freizeitangebote",01.01.2026,01.01.1931,0001-01-01T09:33:28+00:53,0001-01-01T13:03:28+00:53,0001-01-01T14:33:28+00:53,0001-01-01T19:03:28+00:53,,,1,1,1,1,1,1,1,8.0 Std/Min.,40.0 Std/Min.,8.0 Std/Min.,8.0 Std/Min.,RhB,"46.6976679974, 10.0899416034",3785
9268,Scuol-Tarasp,Annahmestelle Elektroschrott Kat. A,01.01.2013,01.01.1931,0001-01-01T09:08:28+00:53,0001-01-01T18:38:28+00:53,,,,,1,1,1,1,1,1,1,9.30 Std/Min.,47.30 Std/Min.,9.30 Std/Min.,9.30 Std/Min.,RhB,"46.7937752597, 10.2862148815",3786
9268,Scuol-Tarasp,Geldwechsel,01.01.2013,01.01.1931,0001-01-01T09:08:28+00:53,0001-01-01T18:38:28+00:53,,,,,1,1,1,1,1,1,1,9.30 Std/Min.,47.30 Std/Min.,9.30 Std/Min.,9.30 Std/Min.,RhB,"46.7937752597, 10.2862148815",3787
