didok,stationsbezeichnung,service,Mail,Firma,Postfach,Adresse,Nummer,PLZ,Ort,Land,geopos,ID
7785,"Bern, Bahnhof Postautostation","Billette, Abonnemente, Freizeitangebote",kundenberatungbern@postauto.ch,PostAuto Schweiz AG,7574,PostAuto-Station,,3001,Bern,CH,"46.9489954014, 7.43852790184",595
7851,"Adelboden, Post","Billette, Abonnemente, Freizeitangebote",info@afabus.ch,,,,,,,,"46.4936901019, 7.56029593916",596
8005,Burgdorf,Geldwechsel,billette.burgdorf@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,44,3400,Burgdorf,Schweiz,"47.0606957305, 7.62168894507",597
8005,Burgdorf,Gepäck,billette.burgdorf@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,44,3400,Burgdorf,Schweiz,"47.0606957305, 7.62168894507",598
8088,Gerlafingen,"Billette, Abonnemente, Freizeitangebote",Gerlafingen@bls.ch,BLS,,Bahnhofstrasse,25,4563,Gerlafingen,,"47.1697445507, 7.56518564422",599
8088,Gerlafingen,Gepäck,Gerlafingen@bls.ch,BLS,,Bahnhofstrasse,25,4563,Gerlafingen,,"47.1697445507, 7.56518564422",600
2221,Birmensdorf ZH,Drittverkauf,sbb@star.ch,,,,,,,,"47.3574317945, 8.4375437434",601
2224,Affoltern am Albis,Eventtickets,bahnhof.affoltern-albis@sbb.ch,Schweizerische Bundesbahnen SBB,60,Bahnhofplatz,2,8910,Affoltern am Albis,,"47.276064074, 8.44658239143",602
2224,Affoltern am Albis,Western Union,bahnhof.affoltern-albis@sbb.ch,Schweizerische Bundesbahnen SBB,60,Bahnhofplatz,2,8910,Affoltern am Albis,,"47.276064074, 8.44658239143",603
2273,Bremgarten,Fundservice,bremgarten@bdwm.ch,,,,,,,,"47.3518702667, 8.34747515845",604
2273,Bremgarten,Gepäck,bremgarten@bdwm.ch,,,,,,,,"47.3518702667, 8.34747515845",605
2287,"Oberägeri, Station","Billette, Abonnemente, Freizeitangebote",,,,,,,,,"47.134093153, 8.61125973091",606
2289,Menzingen ZVB,Drittverkauf,,,,,,,,,,607
3000,Zürich HB,Beratung & Verkauf,beratung-verkauf.zuerich@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach 1901,,,8021,Zürich 1,,"47.3781765756, 8.54019221036",608
3000,Zürich HB,Geldwechsel,change.zuerich-hb@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach 1901,,,8021,Zürich 1,,"47.3781765756, 8.54019221036",609
3000,Zürich HB,Gepäck,gepaeck.zuerich@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach 1901,,,8021,Zürich 1,,"47.3781765756, 8.54019221036",610
3000,Zürich HB,SBB Lounge,lounge.zuerich@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach 1901,,,8021,Zürich 1,,"47.3781765756, 8.54019221036",611
3004,Zürich Tiefenbrunnen,"Billette, Abonnemente, Freizeitangebote",bahnhof.tiefenbrunnen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bellerivestrasse,251,8008,Zürich,,"47.3501235091, 8.56137239898",612
3004,Zürich Tiefenbrunnen,Western Union,bahnhof.tiefenbrunnen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bellerivestrasse,251,8008,Zürich,,"47.3501235091, 8.56137239898",613
3006,Zürich Oerlikon,Geldwechsel,,Schweizerische Bundesbahnen SBB,,Hofwiesenstrasse,369,8050,Zürich,,"47.4115288802, 8.54411523121",614
3010,Zürich Enge,"Billette, Abonnemente, Freizeitangebote",reisebuero.zuerich-enge@sbb.ch,Schweizerische Bundesbahnen SBB,,Tessinerplatz,10,8002,Zürich,,"47.3640983597, 8.53080595476",615
3010,Zürich Enge,Fundservice,reisebuero.zuerich-enge@sbb.ch,Schweizerische Bundesbahnen SBB,,Tessinerplatz,10,8002,Zürich,,"47.3640983597, 8.53080595476",616
3016,Zürich Flughafen,Gepäckversand International,fundbuerosbb.flughafen@sbb.ch,BRZ Zürich Flughafen,Postfach 2474,,,8060,Zürich-Flughafen,,"47.4503820775, 8.56238666028",617
3016,Zürich Flughafen,Western Union,westernunion.airport@sbb.ch,BRZ Zürich Flughafen,Postfach 2474,,,8060,Zürich-Flughafen,,"47.4503820775, 8.56238666028",618
3062,Egg,"Billette, Abonnemente, Freizeitangebote",egg@forchbahn.ch,Forchbahn,,Forchstrasse,140,8132,Egg,CH,"47.301506634, 8.68961370345",619
3065,Forch,Fundservice,forch@forchbahn.ch,Forchbahn,,Kaltensteinstrasse,32,8127,Forch,CH,"47.3253390563, 8.64796901247",620
3065,Forch,Gruppenreisen,forch@forchbahn.ch,Forchbahn,,Kaltensteinstrasse,32,8127,Forch,CH,"47.3253390563, 8.64796901247",621
3066,Zumikon,Gepäck,zumikon@forchbahn.ch,Forchbahn,,Dorfplatz,4,8126,Zumikon,CH,"47.3316886307, 8.62380679798",622
3066,Zumikon,Reisebüro KTU,zumikon@forchbahn.ch,Forchbahn,,Dorfplatz,4,8126,Zumikon,CH,"47.3316886307, 8.62380679798",623
3067,Zollikerberg,Gepäck,zollikerberg@forchbahn.ch,Forchbahn Kiosk Bahnolino,,Forchstrasse 191,,8125,Zollikerberg,CH,"47.3460550549, 8.60340013877",624
3096,Adliswil,Gepäckaufbewahrung,brz.adliswil@szu.ch,SZU,,Florastrasse,10,8134,Adliswil,CH,"47.3123035699, 8.52416439213",625
3101,Küsnacht ZH,Gepäck,reisebuero.kuesnacht-zh@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,1,8700,Küsnacht ZH,,"47.3191528026, 8.58061588761",626
3103,Herrliberg-Feldmeilen,Geldwechsel,bahnhof.herrliberg-f@sbb.ch,Schweizerische Bundesbahnen SBB,,General Wille Strasse,29,8706,Feldmeilen,,"47.2818232851, 8.61271954112",627
3103,Herrliberg-Feldmeilen,Gepäck,bahnhof.herrliberg-f@sbb.ch,Schweizerische Bundesbahnen SBB,,General Wille Strasse,29,8706,Feldmeilen,,"47.2818232851, 8.61271954112",628
3104,Meilen,Fundservice,reisebuero.meilen@sbb.ch,Schweizerische Bundesbahnen SBB,,Dorfstrasse,103,8706,Meilen,,"47.2698122, 8.64429304135",629
3104,Meilen,Gepäck,reisebuero.meilen@sbb.ch,Schweizerische Bundesbahnen SBB,,Dorfstrasse,103,8706,Meilen,,"47.2698122, 8.64429304135",630
3106,Männedorf,Geldwechsel,reisebuero.maennedorf@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,17,8708,Männedorf,,"47.2534223208, 8.69233239506",631
3106,Männedorf,Western Union,reisebuero.maennedorf@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,17,8708,Männedorf,,"47.2534223208, 8.69233239506",632
3107,Stäfa,"Billette, Abonnemente, Freizeitangebote",reisebuero.staefa@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,25,8712,Stäfa,,"47.2405237212, 8.72163122186",633
3107,Stäfa,Geldwechsel,reisebuero.staefa@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,25,8712,Stäfa,,"47.2405237212, 8.72163122186",634
3110,Rapperswil,Fundservice,www.sbb.ch/fundservice,Schweizerische Bundesbahnen SBB,1130,Bahnhofplatz 2,,8640,Rapperswil,,"47.2248877672, 8.81673057998",635
3115,Schmerikon,Drittverkauf,migrolino.schmerikon@migrolino.com,migrolino,,Bahnhofstrasse 2,,8716,Schmerikon,CH,"47.2251558732, 8.94336741805",636
3116,Uznach,"Billette, Abonnemente, Freizeitangebote",reisebuero.uznach@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhof,317,8730,Uznach,Schweiz,"47.2242754695, 8.98067539571",637
3116,Uznach,Eventtickets,reisebuero.uznach@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhof,317,8730,Uznach,Schweiz,"47.2242754695, 8.98067539571",638
3119,Schänis,"Billette, Abonnemente, Freizeitangebote",info@bahnhof-schaenis.ch,SBB Bahnhof,,,,8718,Schänis,,"47.1576544109, 9.04396432715",639
3121,Rüti ZH,Gepäck,bahnhof.rueti@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,11,8630,Rüti ZH,,"47.2604821005, 8.8540677825",640
3121,Rüti ZH,Gepäckaufbewahrung,bahnhof.rueti@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,11,8630,Rüti ZH,,"47.2604821005, 8.8540677825",641
3123,Wetzikon,Gepäck,billettschalter.wetzikon@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,1,8620,Wetzikon,,"47.3180331432, 8.79226951209",642
3128,Dübendorf,"Billette, Abonnemente, Freizeitangebote",reisebuero.duebendorf@sbb.ch,Schweizerische Bundesbahnen SBB,,Bettlistrasse,1,8600,Dübendorf,,"47.4000750283, 8.62340719058",643
3128,Dübendorf,Gepäck,,Schweizerische Bundesbahnen SBB,,Bettlistrasse,1,8600,Dübendorf,,"47.4000750283, 8.62340719058",644
3128,Dübendorf,Western Union,,Schweizerische Bundesbahnen SBB,,Bettlistrasse,1,8600,Dübendorf,,"47.4000750283, 8.62340719058",645
3130,Hinwil,"Billette, Abonnemente, Freizeitangebote",bahnhof.hinwil@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,8340,Hinwil,,"47.3000509, 8.83969785564",646
3130,Hinwil,Gepäckaufbewahrung,bahnhof.hinwil@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,8340,Hinwil,,"47.3000509, 8.83969785564",647
3134,Bauma,Gepäck,bahnhof.bauma@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,13,8494,Bauma,Schweiz,"47.3688358029, 8.87821095251",648
3138,Wald,"Billette, Abonnemente, Freizeitangebote",wald@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,41,8636,Wald,,"47.2726849167, 8.91398907071",649
3138,Wald,Eventtickets,wald@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,41,8636,Wald,,"47.2726849167, 8.91398907071",650
3200,Kilchberg,Fundservice,bahnhof.kilchberg@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,2,8802,Kilchberg,,"47.3244274064, 8.54799908563",651
3200,Kilchberg,Gepäck,bahnhof.kilchberg@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,2,8802,Kilchberg,,"47.3244274064, 8.54799908563",652
3200,Kilchberg,Gepäckaufbewahrung,bahnhof.kilchberg@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,2,8802,Kilchberg,,"47.3244274064, 8.54799908563",653
3209,Pfäffikon SZ,Eventtickets,bahnhof.pfaeffikon-sz@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnweg,4,8808,Pfäffikon SZ,,"47.2029974467, 8.77811068503",654
3209,Pfäffikon SZ,Geldwechsel,bahnhof.pfaeffikon-sz@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnweg,4,8808,Pfäffikon SZ,,"47.2029974467, 8.77811068503",655
3225,Ziegelbrücke,"Billette, Abonnemente, Freizeitangebote",reisebuero.ziegelbruecke@sbb.ch,Schweizerische Bundesbahnen SBB,,Ziegelbrückstrasse,121,8866,Ziegelbrücke,Schweiz,"47.1361516592, 9.06003718984",656
3225,Ziegelbrücke,Eventtickets,reisebuero.ziegelbruecke@sbb.ch,Schweizerische Bundesbahnen SBB,,Ziegelbrückstrasse,121,8866,Ziegelbrücke,Schweiz,"47.1361516592, 9.06003718984",657
3225,Ziegelbrücke,Gepäck,reisebuero.ziegelbruecke@sbb.ch,Schweizerische Bundesbahnen SBB,,Ziegelbrückstrasse,121,8866,Ziegelbrücke,Schweiz,"47.1361516592, 9.06003718984",658
3225,Ziegelbrücke,Velovermietung,reisebuero.ziegelbruecke@sbb.ch,Schweizerische Bundesbahnen SBB,,Ziegelbrückstrasse,121,8866,Ziegelbrücke,Schweiz,"47.1361516592, 9.06003718984",659
3230,Glarus,"Billette, Abonnemente, Freizeitangebote",bahnhof.glarus@sbb.ch,Schweizerische Bundesbahnen SBB,,Schweizerhofstrasse,,8750,Glarus,Schweiz,"47.0399200317, 9.0715516467",660
3230,Glarus,Geldwechsel,bahnhof.glarus@sbb.ch,Schweizerische Bundesbahnen SBB,,Schweizerhofstrasse,,8750,Glarus,Schweiz,"47.0399200317, 9.0715516467",661
3233,Schwanden,Gepäck,bahnhof.schwanden@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,,8762,Schwanden,Schweiz,"46.9968482066, 9.07744743355",662
3260,Linthal Braunwaldbahn,Velovermietung,info@braunwaldbahn.ch,,,,,,,,"46.9285400594, 9.00231658206",663
3283,Einsiedeln,Gepäck,einsiedeln@sob.ch,Schweizerische Südostbahn AG,440,,,8840,Einsiedeln,,"47.1285821379, 8.74446828516",664
3286,Samstagern,"Billette, Abonnemente, Freizeitangebote",samstagern@sob.ch,Schweizerische Südostbahn AG,,Stationsstrasse,54,8833,Samstagern,,"47.1915464207, 8.68597267489",665
3287,Burghalden,Gepäck,burghalden@sob.ch,Schweizerische Südostbahn AG,,Burghaldenstrasse,55,8805,Richterswil,,"47.2086734144, 8.6926955866",666
3287,Burghalden,Western Union,,Schweizerische Südostbahn AG,,Burghaldenstrasse,55,8805,Richterswil,,"47.2086734144, 8.6926955866",667
3305,Effretikon,"Billette, Abonnemente, Freizeitangebote",,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,20,8307,Effretikon,,"47.4258103324, 8.68666226267",668
3305,Effretikon,Geldwechsel,reisebuero.effretikon@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,20,8307,Effretikon,,"47.4258103324, 8.68666226267",669
3305,Effretikon,Western Union,reisebuero.effretikon@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,20,8307,Effretikon,,"47.4258103324, 8.68666226267",670
3306,Dietlikon,Eventtickets,bahnhof.dietlikon@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,30,8305,Dietlikon,,"47.4201947418, 8.61925589067",671
3306,Dietlikon,Gepäck,bahnhof.dietlikon@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,30,8305,Dietlikon,,"47.4201947418, 8.61925589067",672
3307,Bassersdorf,Drittverkauf,BASSERSDORF@AVEC.CH,avec. Bassersdorf,,Bahnhofstrasse,40,8303,Bassersdorf,,"47.4385636372, 8.62619947666",673
3308,Kloten,"Billette, Abonnemente, Freizeitangebote",reisebuero.kloten@sbb.ch,Schweizerische Bundesbahnen SBB,,Lindenstrasse,10,8302,Kloten,,"47.4486070251, 8.58379121249",674
3310,Glattbrugg,Eventtickets,reisebuero.glattbrugg@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,8152,Glattbrugg,,"47.4308254769, 8.55883224276",675
3311,Rümlang,"Billette, Abonnemente, Freizeitangebote",reisebuero.ruemlang@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,10,8153,Rümlang,,"47.4540663116, 8.53274503651",676
3314,Niederhasli,Drittverkauf,815500@post.ch,,,,,,,,"47.4783287603, 8.48869130494",677
3319,Niederweningen,Drittverkauf,migrolino.niederweningen@migrolino.com,,,,,,,,"47.5111974542, 8.36960718376",678
3409,Bad Zurzach,Gepäck,bahnhof.badzurzach@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,7,5330,Bad Zurzach,Schweiz,"47.5883101087, 8.29556465398",679
3424,Schaffhausen,Schalter Deutsche Bahn (DB),,Schweizerische Bundesbahnen SBB,Postfach 126,,,8201,Schaffhausen,Schweiz,"47.6982814692, 8.6327284859",680
3503,Turgi,Gepäck,bahnhof.turgi@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,40,5300,Turgi,,"47.4917545162, 8.25344123675",681
3504,Baden,"Billette, Abonnemente, Freizeitangebote",bahnhof.baden@sbb.ch,Schweizerische Bundesbahnen SBB,,Metro-Shop,,5401,Baden,CH,"47.476420225, 8.3076927631",682
3504,Baden,Eventtickets,bahnhof.baden@sbb.ch,Schweizerische Bundesbahnen SBB,,Metro-Shop,,5401,Baden,CH,"47.476420225, 8.3076927631",683
3504,Baden,Geldwechsel,bahnhof.baden@sbb.ch,Schweizerische Bundesbahnen SBB,,Metro-Shop,,5401,Baden,CH,"47.476420225, 8.3076927631",684
3505,Wettingen,Gepäckaufbewahrung,bahnhof.wettingen@sbb.ch,Schweizerische Bundesbahnen SBB,,Güterstrasse,12,5430,Wettingen,,"47.4596367944, 8.3159863528",685
3505,Wettingen,Western Union,bahnhof.wettingen@sbb.ch,Schweizerische Bundesbahnen SBB,,Güterstrasse,12,5430,Wettingen,,"47.4596367944, 8.3159863528",686
3506,Killwangen-Spreitenbach,Western Union,bahnhof.killwangen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,17,8956,Killwangen,,"47.433328238, 8.35419430986",687
3508,Dietikon,Gepäck,,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,6,8953,Dietikon,,"47.405777802, 8.40496908474",688
3508,Dietikon,Western Union,,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,6,8953,Dietikon,,"47.405777802, 8.40496908474",689
3509,Schlieren,Gepäck,reisebuero.schlieren@sbb.ch,Schweizerische Bundesbahnen SBB,,Güterstrasse,2,8952,Schlieren,,"47.3991743125, 8.44722881452",690
3526,Regensdorf-Watt,Eventtickets,bahnhof.regensdorf-watt@sbb.ch,Schweizerische Bundesbahnen SBB,,Hardrainstrasse,24,8105,Regensdorf,,"47.4365626396, 8.47206501622",691
4014,Palézieux,Geldwechsel,palezieux.voyageurs@sbb.ch,Chemins de fer fédéraux suisse CFF,,Rue de la Gare,5,1607,Palézieux,Suisse,"46.5427523751, 6.83787768542",692
4100,Fribourg/Freiburg,Fundservice,v.fribourg@cff.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,1,1700,Fribourg,,"46.8032670642, 7.15102324519",693
4100,Fribourg/Freiburg,Gepäck,v.fribourg@cff.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,1,1700,Fribourg,,"46.8032670642, 7.15102324519",694
4134,Payerne,Eventtickets,,Chemins de fer fédéraux suisse CFF,,Rue de la Gare 14,,1530,Payerne,,"46.8196387484, 6.93987910663",695
4200,Yverdon-les-Bains,Eventtickets,,Chemins de fer fédéraux suisse CFF,,avenue de la Gare,8,1400,Yverdon-les-Bains,Suisse,"46.781876671, 6.64114576153",696
4200,Yverdon-les-Bains,Gepäck,,Chemins de fer fédéraux suisse CFF,,avenue de la Gare,8,1400,Yverdon-les-Bains,Suisse,"46.781876671, 6.64114576153",697
4221,Neuchâtel,Western Union,voyageurs.neuchatel@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,1,2000,Neuchâtel,Suisse,"46.9967222076, 6.93570514491",698
4287,Fleurier,Velovermietung,gare.fleurier@transn.ch,Transports Publics Neuchâtelois SA,,Place de la Gare,,2114,Fleurier,,"46.904858645, 6.58157904283",699
4300,Biel/Bienne,Fundservice,personenverkehr.biel@sbb.ch,Schweizerische Bundesbahnen SBB,1168,Bahnhofplatz,4,2501,Biel/Bienne,Schweiz,"47.1328920532, 7.24290845288",700
5000,Luzern,"Billette, Abonnemente, Freizeitangebote",billettschalter.luzern@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach,,,6002,Luzern,,"47.0501697679, 8.31017092011",701
5000,Luzern,Gepäck,,Schweizerische Bundesbahnen SBB,Postfach,,,6002,Luzern,,"47.0501697679, 8.31017092011",702
5000,Luzern,Gepäckaufbewahrung,,Schweizerische Bundesbahnen SBB,Postfach,,,6002,Luzern,,"47.0501697679, 8.31017092011",703
5002,Küssnacht am Rigi,Geldwechsel,,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,70,6403,Küssnacht am Rigi,,"47.0835940036, 8.4334940573",704
5004,Arth-Goldau,"Billette, Abonnemente, Freizeitangebote",reisebuero.arth-goldau@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,1,6410,Goldau,,"47.04915622, 8.54949116322",705
5004,Arth-Goldau,Geldwechsel,,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,1,6410,Goldau,,"47.04915622, 8.54949116322",706
5006,Schwyz,Western Union,bahnhof.schwyz@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,133,6423,Seewen,,"47.0263942922, 8.63213946703",707
5053,Schwyz AAGS,"Billette, Abonnemente, Freizeitangebote",info@aags.ch,Auto AG Schwyz,Postfach 658,Bahnhhofstrasse,4,6431,Schwyz,,,708
5070,Vitznau RB,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,,709
5091,Stoos,"Billette, Abonnemente, Freizeitangebote",,Stoosbahnen AG,,Stooshorn,1,6433,Stoos,,"46.9839129798, 8.66469050453",710
5113,Altdorf,Geldwechsel,reisebuero.altdorf@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz 2,,6460,Altdorf,Schweiz,"46.8757407268, 8.63156572016",711
5113,Altdorf,Gepäckaufbewahrung,reisebuero.altdorf@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz 2,,6460,Altdorf,Schweiz,"46.8757407268, 8.63156572016",712
5163,Realp,Gepäckaufbewahrung,bahnhof.realp@mgbahn.ch,,,,,,,,"46.5986330191, 8.5034581036",713
5163,Realp,Kundendienst,bahnhof.realp@mgbahn.ch,,,,,,,,"46.5986330191, 8.5034581036",714
5176,Sedrun,Gepäckaufbewahrung,bahnhof.sedrun@mgbahn.ch,Matterhorn Gotthard Bahn,,Via Gionda,27,7188,Sedrun,Svizra,"46.6810660346, 8.76977687553",715
5201,Airolo,Velovermietung,info@rentabike.ch,Leventina Turismo,Stazione FFS,,,6780,Airolo,,"46.5275264817, 8.6086051345",716
5213,Bellinzona,DHL / PickPost,,Ferrovie federali svizzere FFS,,Piazzale Stazione,,6500,Bellinzona,CH,"46.195436816, 9.02950898687",717
5213,Bellinzona,Gepäck,,Ferrovie federali svizzere FFS,,Piazzale Stazione,,6500,Bellinzona,CH,"46.195436816, 9.02950898687",718
5213,Bellinzona,Western Union,,Ferrovie federali svizzere FFS,,Piazzale Stazione,,6500,Bellinzona,CH,"46.195436816, 9.02950898687",719
5307,Chiasso,Western Union,viaggiatori.chiasso@sbb.ch,Ferrovie federali svizzere FFS,,Via Motta,,6830,Chiasso,CH,"45.8321788009, 9.03144057629",720
5400,Locarno,Fundservice,biglietteria.locarno@sbb.ch,Ferrovie federali svizzere FFS,Casella postale 344,,,6602,Muralto,CH,"46.1724273965, 8.80135894865",721
6000,Winterthur,"Billette, Abonnemente, Freizeitangebote",billette.winterthur@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach,,,8401,Winterthur,Schweiz,"47.5003335301, 8.72379907332",722
6000,Winterthur,Check-in am Bahnhof,fundbuero.winterthur@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach,,,8401,Winterthur,Schweiz,"47.5003335301, 8.72379907332",723
6000,Winterthur,Gepäckaufbewahrung,fundbuero.winterthur@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach,,,8401,Winterthur,Schweiz,"47.5003335301, 8.72379907332",724
6000,Winterthur,Western Union,change.winterthur@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach,,,8401,Winterthur,Schweiz,"47.5003335301, 8.72379907332",725
6002,Winterthur Seen,Gepäck,,Schweizerische Bundesbahnen SBB,,Kanzleistrasse,60,8405,Winterthur,Schweiz,"47.4874349418, 8.76678904042",726
6016,Oberwinterthur,Western Union,bahnhof.oberwinterthur@sbb.ch,Schweizerische Bundesbahnen SBB,,Frauenfelderstrasse,25,8404,Winterthur,Schweiz,"47.5079184546, 8.76037093131",727
6019,Islikon,Drittverkauf,info@bahnhof-islikon.ch,,,,,,,,"47.5478354373, 8.84618065529",728
6047,Andelfingen,"Billette, Abonnemente, Freizeitangebote",bahnhof.andelfingen@sbb.ch,Schweizerische Bundesbahnen SBB,,Humlikerstrasse,,8450,Andelfingen,Schweiz,"47.5937589886, 8.67797953564",729
6047,Andelfingen,Geldwechsel,bahnhof.andelfingen@sbb.ch,Schweizerische Bundesbahnen SBB,,Humlikerstrasse,,8450,Andelfingen,Schweiz,"47.5937589886, 8.67797953564",730
6100,Frauenfeld,Fundservice,personenverkehr.frauenfeld@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,75,8500,Frauenfeld,Schweiz,"47.5581599749, 8.89653893491",731
6100,Frauenfeld,Gepäck,personenverkehr.frauenfeld@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,75,8500,Frauenfeld,Schweiz,"47.5581599749, 8.89653893491",732
6105,Weinfelden,"Billette, Abonnemente, Freizeitangebote",reisebuero.weinfelden@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,1,8570,Weinfelden,Schweiz,"47.5662241626, 9.10634628137",733
6105,Weinfelden,Eventtickets,reisebuero.weinfelden@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,1,8570,Weinfelden,Schweiz,"47.5662241626, 9.10634628137",734
6131,Kreuzlingen,"Billette, Abonnemente, Freizeitangebote",reisebuero.kreuzlingen@sbb.ch,Schweizerische Bundesbahnen SBB,1837,Bahnhofstrasse,12,8280,Kreuzlingen,Schweiz,"47.6525540444, 9.16906514323",735
6131,Kreuzlingen,Gepäck,reisebuero.kreuzlingen@sbb.ch,Schweizerische Bundesbahnen SBB,1837,Bahnhofstrasse,12,8280,Kreuzlingen,Schweiz,"47.6525540444, 9.16906514323",736
6178,Münchwilen TG,Drittverkauf,954200@post.ch,,,,,,,,"47.4768435425, 8.99915731777",737
6200,Wattwil,Reisebüro KTU,wattwil@sob.ch,SOB,,Bahnhofstrasse,16,9630,Wattwil,CH,"47.2994785543, 9.0864636527",738
6200,Wattwil,Western Union,wattwil@sob.ch,SOB,,Bahnhofstrasse,16,9630,Wattwil,CH,"47.2994785543, 9.0864636527",739
6206,Wil,Gepäck,bahnhof.wil@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,,9500,Wil,Schweiz,"47.4624092373, 9.04098327921",740
