didok;stationsbezeichnung;schliessfach_wert;schliessfach_zeit;naechste_dienststelle;entfernung;rollstuhl_billet;rollstuhl_wc;rollstuhl_verlad;mobilift;stufenloser_perronzugang;bats;autelca;automat_ktu;geopos
9180;Felsberg;;;Reichenau-Tamins;6.0;0;0;0;0;1;;0;0;46.8430982769, 9.48126080896
9181;Domat/Ems;3.0;;;;0;0;1;0;1;;0;0;46.8331408741, 9.45316475001
9192;Tiefencastel;;;;;0;0;0;0;1;Nur Rollstuhl ohne Motor / Postauto ab Bahnhofplatz;0;0;46.6638787719, 9.57286526287
9193;Surava;;;Filisur;7.0;;;;;;;;;46.6668644151, 9.62094416271
9196;Stugl/Stuls;;;Bergün/Bravuogn;3.0;;;;;;;;;46.6502618734, 9.72323803849
9197;Bergün/Bravuogn;;;Preda;8.0;1;1;1;1;1;;0;0;46.6310688834, 9.74675138258
9197;Bergün/Bravuogn;;;Filisur;8.0;1;1;1;1;1;;0;0;46.6310688834, 9.74675138258
9199;Spinas;;;Preda;3.0;0;0;0;0;1;;0;0;46.559845677, 9.84533555614
9199;Spinas;;;Samedan;6.0;0;0;0;0;1;;0;0;46.559845677, 9.84533555614
9256;La Punt-Chamues-ch;;;Pontresina;15.0;0;0;0;0;1;;0;0;46.5786698549, 9.92333691693
9256;La Punt-Chamues-ch;;;Samedan;8.0;0;0;0;0;1;;0;0;46.5786698549, 9.92333691693
9259;S-chanf;;;Zuoz;3.0;0;0;0;0;0;;0;0;46.611938153, 9.98182306539
9260;Cinuos-chel-Brail;;;Zuoz;8.0;0;0;0;0;0;;0;0;46.6385312048, 10.0219237532
9268;Scuol-Tarasp;4.0;;;;1;1;1;1;1;Postauto auf Bahnhofplatz Sektor C;0;0;46.7937752597, 10.2862148815
9357;Alp Grüm;;;Ospizio Bernina;5.0;0;0;0;0;0;;0;0;46.3747494347, 10.0311496713
9357;Alp Grüm;;;Poschiavo;17.0;0;0;0;0;0;;0;0;46.3747494347, 10.0311496713
9358;Cavaglia;;;Ospizio Bernina;11.0;0;0;0;1;1;;0;0;46.3643165328, 10.0441467689
9363;Curt, Li;;;Poschiavo;2.0;;;;;;;;;46.3111861576, 10.0632122349
9365;Miralago;;;Poschiavo;8.0;0;0;0;0;1;;0;0;46.2731186549, 10.0995611638
9367;Campascio;;;Poschiavo;15.0;;;;;;;;;46.2446706173, 10.1317053012
9368;Campocologno;;;;;0;0;0;0;1;;0;0;46.2332168241, 10.1420725803
9380;Surlej LSC;;;;;;;;;;;;;46.4548112304, 9.81401548331
9381;Murtèl;;;;;;;;;;;;;46.4324576737, 9.82378777445
9403;Haag-Gams;;;;;;;;;;;;;47.2073471692, 9.47886157356
9404;Buchs SG;3.0;;;;1;1;1;1;1;;0;3;47.1684089962, 9.47862968189
9405;Räfis-Burgerau;;;Sargans;14.0;0;0;0;0;1;;0;0;47.1499462602, 9.48516673222
9406;Sevelen;;;Sargans;11.0;0;0;0;0;1;;0;0;47.1253714782, 9.49382469899
9406;Sevelen;;;Buchs SG;5.0;0;0;0;0;1;;0;0;47.1253714782, 9.49382469899
9408;Trübbach;;;Buchs SG;12.0;0;0;0;1;0;;0;0;47.0715793423, 9.4803298083
9417;Murg;;;Ziegelbrücke;15.0;0;0;0;0;0;;0;1;47.1131764998, 9.21502492933
9419;Weesen;;;Ziegelbrücke;3.0;0;0;0;0;0;;0;0;47.1299176628, 9.09469076758
9681;Lenzerheide/Lai LLPR;;;;;;;;;;;;;46.7402891874, 9.55685765948
9751;Alvaneu Dorf, Post;;;;;;;;;;;;;46.6787720337, 9.64792857608
9757;Breil/Brigels, posta;;;;;;;;;;;;;46.7675770008, 9.06259359906
9770;Fanas, Platz;;;;;;;;;;;;;46.9847544953, 9.66690181562
9771;Filzbach, Post;;;;;;;;;;;;;47.1205909352, 9.12847444991
9774;Flims Waldhaus, Post;;;;;;;;;;;;;46.8264200547, 9.28923887876
9777;Fuldera, posta;;;;;;;;;;;;;46.6082289254, 10.3726492643
9780;Gams, Post;;;;;;;;;;;;;47.2037048533, 9.44240220123
9789;Lantsch/Lenz, Post;;;;;;;;;;;;;46.6857689013, 9.56296904003
9795;Martina, posta;;;;;;;;;;;;;46.8845297436, 10.463813922
9860;Promontogno, Posta;;;;;;;;;;;;;46.3382101262, 9.55639233375
9878;Sertig, Dörfli;;;;;;;;;;;;;46.7258063905, 9.84809630296
9880;Sils/Segl Baselgia, Posta;;;;;;;;;;;;;46.4327104329, 9.75735013953
9887;Strada i. E., posta;;;;;;;;;;;;;46.8622212765, 10.4320717793
9951;Valchava, posta;;;;;;;;;;;;;46.6003534698, 10.4066091033
9964;Wangs, Post;;;;;;;;;;;;;47.0313402602, 9.43119754805
9984;Waltensburg/Vuorz, posta;;;;;;;;;;;;;46.7769725867, 9.11779065813
9986;Versam, Post;;;;;;;;;;;;;46.7924672308, 9.33716258412
16153;Niederbipp;;;Bannwil;5.0;0;0;1;1;0;"Zugang SBB-Perron nur via 
Treppe.";0;1;47.2702527733, 7.69467541916
16153;Niederbipp;;;Wiedlisbach;6.0;0;0;1;1;0;"Zugang SBB-Perron nur via 
Treppe.";0;1;47.2702527733, 7.69467541916
16283;Genève Sécheron;;;;;0;0;0;0;0;;0;1;46.222435146, 6.14455938175
16444;Kerzers Papiliorama;;;;;0;0;0;0;0;;0;0;46.9897702508, 7.19927693136
16965;Meiringen;4.0;;Brünig-Hasliberg ZB;5.0;0;0;1;1;1;MIB-Haltstelle 300 Meter entfernt;0;1;
17010;Riehen Niederholz;;;;;0;1;0;0;1;;0;0;47.5694725877, 7.63344173885
17021;Langnau;;;;;1;1;1;1;1;Die Busse der Busland AG verkehren ab Bahnhofplatz;0;0;
17023;Zollikofen;;;Münchenbuchsee;3.0;0;0;1;1;1;Perronhöhe 55cm. RBS Gleis 21 und 22, PTT/RBS Bus auf dem Bahnhofplatz;0;0;
17025;Bern Bümpliz Süd;;;Bern;5.0;0;0;0;0;1;;0;0;
8777;Rapperswil BE, Post;;;;;;;;;;;;;47.0617992716, 7.41148832808
8798;Buochs, Post;;;;;;;;;;;;;46.9738522039, 8.42231412686
8885;Huttwil, Stadt;;;;;;;;;;;;;47.1140309393, 7.84764477289
8982;Tiefenbach (Furka);;;;;;;;;;;;;46.5927104735, 8.46159398853
8988;Schüpbach, Dorf;;;;;;;;;;;;;46.9279436515, 7.73481787716
8989;Oberfrittenbach, Aeugstmatt;;;;;;;;;;;;;46.9792071139, 7.79800290464
8990;Bärau, Dorf;;;;;;;;;;;;;46.9321923778, 7.81101775984
9003;Maienfeld;;;Bad Ragaz;2.0;0;0;0;0;1;;0;1;47.0038340592, 9.52919552142
9052;Trimmis;;;Haldenstein;4.0;0;0;0;0;0;;0;0;46.9081325774, 9.55145806373
9053;Untervaz-Trimmis;;;;;0;0;0;0;1;Postauto/Stadtbus Chur ab Bahnhofplatz;0;0;46.9189860612, 9.55917364837
9055;Igis;;;Landquart;3.0;0;0;0;0;1;;0;0;46.9498284013, 9.56475413085
9056;Landquart Ried;;;Igis;2.0;0;0;0;0;1;;0;0;46.9571982564, 9.56086663721
9059;Grüsch;;;Schiers;4.0;0;0;0;0;1;;0;0;46.9804929352, 9.64577921297
9060;Schiers;;;;;0;0;1;1;1;Postauto fahren ab Bahnhofplatz;0;0;46.9679934413, 9.68835648854
9063;Fideris;;;Küblis;4.0;0;0;0;0;1;;0;0;46.922367674, 9.73375699397
9063;Fideris;;;Schiers;7.0;0;0;0;0;1;;0;0;46.922367674, 9.73375699397
9067;Klosters Dorf;;;Küblis;9.0;0;0;0;0;1;Stufenloser Perronzugang vorhanden, kein Lift oder Rampe.;0;0;46.8834700378, 9.87532293986
9069;Cavadürli;;;Klosters Platz;3.0;0;0;0;0;1;;0;0;46.8704048596, 9.8680252622
9073;Davos Platz;4.0;;;;1;1;1;1;1;Postauto fahren ab Bahnhofplatz;0;0;46.7914664266, 9.82072566153
9075;Davos Frauenkirch;;;Filisur;10.0;0;0;0;0;1;;0;0;46.7666059301, 9.79924751107
9078;Davos Wiesen;;;Davos Glaris;9.0;0;0;0;0;1;;0;0;46.6954876112, 9.71584034038
9152;Lüen-Castiel;;;Arosa;24.0;0;0;0;0;1;;0;0;46.8317078244, 9.61333567222
9157;Arosa;5.0;;Chur;26.0;0;1;1;1;1;;0;0;46.7832957175, 9.67933313854
9171;Ilanz;3.0;;Disentis/Mustér;30.0;0;1;1;0;1;"Ab 01.01.2010 ist die Ein- und Ausstieghilfe für Reisende im Rollstuhl an Wochenenden und allg. Feiertagen nur auf Anfrage möglich.
Tel: 081 288 43 16

Bus (PTT) ab Bahnhofplatz";0;0;46.7753580075, 9.20743786951
9172;Schnaus-Strada;;;Rueun;3.0;;;;;;;;;46.7745396324, 9.17694889629
9172;Schnaus-Strada;;;Ilanz;3.0;;;;;;;;;46.7745396324, 9.17694889629
9174;Waltensburg/Vuorz;;;Ilanz;5.0;0;0;0;0;0;;0;0;46.7695598913, 9.12015249679
9175;Tavanasa-Breil/Brigels;;;Disentis/Mustér;18.0;0;0;0;0;0;;0;0;46.7547670881, 9.06243028366
9182;Ems Werk;;;Reichenau-Tamins;2.0;;;;;;;;0;46.8286449514, 9.43039396268
9183;Reichenau-Tamins;;;;;0;0;0;0;1;;0;0;46.8236636021, 9.41255155004
9184;Bonaduz;;;Thusis;14.0;0;0;0;0;1;;;0;46.8102948855, 9.39776296886
9189;Thusis;3.0;;;;1;1;1;1;1;;0;0;46.6981990894, 9.44050194244
9190;Sils im Domleschg;;;Thusis;2.0;;;;;;;;;46.7002823758, 9.4586025905
9190;Sils im Domleschg;;;Tiefencastel;10.0;;;;;;;;;46.7002823758, 9.4586025905
9194;Alvaneu;;;Tiefencastel;6.0;;;;;;;;;46.6712483889, 9.65073209836
9197;Bergün/Bravuogn;;;Samedan;20.0;1;1;1;1;1;;0;0;46.6310688834, 9.74675138258
9198;Preda;;;Bergün/Bravuogn;8.0;0;0;0;0;1;;0;0;46.5881560142, 9.77731860406
9251;Samedan;4.0;;;;1;1;1;1;1;;0;0;46.5337641741, 9.8736354163
9251;Samedan;5.0;;;;1;1;1;1;1;;0;0;46.5337641741, 9.8736354163
9253;St. Moritz;5.0;;;;1;1;1;1;1;"Bernina-Bahnsteig hat nur Treppen-Zugang

SBB-Rollstuhl vorhanden!";0;0;46.4979672615, 9.84639099719
9254;Punt Muragl;;;Samedan;3.0;0;0;0;0;1;;0;0;46.5096799507, 9.88119466742
9260;Cinuos-chel-Brail;;;Zernez;11.0;0;0;0;0;0;;0;0;46.6385312048, 10.0219237532
9260;Cinuos-chel-Brail;;;S-chanf;5.0;0;0;0;0;0;;0;0;46.6385312048, 10.0219237532
9261;Carolina;;;Cinuos-chel-Brail;5.0;;;;;;;;;46.670371792, 10.0598746053
9264;Lavin;;;Scuol-Tarasp;15.0;0;0;0;0;1;;0;0;46.7695694922, 10.1109675736
9265;Guarda;;;Scuol-Tarasp;15.0;0;0;0;0;1;;0;0;46.7715163582, 10.1505346597
9267;Ftan Baraigla;;;Ardez;8.0;;;;;;;;;46.7876527997, 10.2579909878
9276;Muottas Muragl;;;Pontresina;3.0;;;;;;;;;46.5216802981, 9.90188037594
9307;Juf, Post;;;;;;;;;;;;;46.4453499955, 9.57996219801
9350;Celerina Staz;;;Celerina;0.5;0;0;0;0;0;;0;0;46.5096554907, 9.86512101068
9350;Celerina Staz;;;St. Moritz;3.0;0;0;0;0;0;;0;0;46.5096554907, 9.86512101068
9359;Cadera;;;Ospizio Bernina;17.0;;;;;;;;;46.3452664646, 10.0513817073
9365;Miralago;;;Campocologno;7.0;0;0;0;0;1;;0;0;46.2731186549, 10.0995611638
9366;Brusio;;;Poschiavo;10.0;0;0;0;0;1;;0;0;46.259306082, 10.1252798453
9382;Corvatsch;;;;;;;;;;;;;46.4180179766, 9.82140897605
9404;Buchs SG;5.0;;;;1;1;1;1;1;;0;3;47.1684089962, 9.47862968189
9415;Mols;;;Ziegelbrücke;17.0;0;0;0;0;0;;0;1;47.1129874927, 9.27680343664
9416;Unterterzen;;;Ziegelbrücke;15.0;0;0;0;0;0;;0;1;47.1138559734, 9.25500777055
9451;Oberterzen;;;Unterterzen;1.0;;;;;;;;;47.1027905702, 9.25720197857
9699;Malbun, Verkehrsbüro;;;;;;;;;;;;;47.1030895866, 9.6075143628
9765;Samnaun-Compatsch, Post;;;;;;;;;;;;;46.9600881276, 10.4016355973
9766;Avers, Hotel Bergalga;;;;;;;;;;;;;46.4730077533, 9.51189289975
9767;Cumbel, vitg;;;;;;;;;;;;;46.7256970894, 9.19186123307
9769;Curaglia, posta;;;;;;;;;;;;;46.6727192625, 8.85830596904
9776;Ftan, cumün;;;;;;;;;;;;;46.7929002125, 10.2470469836
9786;Laax GR, posta;;;;;;;;;;;;;46.8065308778, 9.25811381355
9793;Malix, Post;;;;;;;;;;;;;46.8109795564, 9.53263878804
9865;St. Antönien, Post;;;;;;;;;;;;;46.9695793833, 9.81353687998
9876;Seewis Dorf, Post;;;;;;;;;;;;;46.9903372415, 9.63924041814
9884;Splügen, Post;;;;;;;;;;;;;46.5526541063, 9.32059617215
9885;Stampa, Posta;;;;;;;;;;;;;46.3440849515, 9.59414847997
9889;Sur, posta;;;;;;;;;;;;;46.5199192139, 9.62933467073
9894;Tinizong, posta;;;;;;;;;;;;;46.5832647518, 9.61664348346
9895;Trin, Post;;;;;;;;;;;;;46.8282674359, 9.36155127715
9896;Trin, Mulin;;;;;;;;;;;;;46.8340997672, 9.34210554173
9957;Vignogn, posta;;;;;;;;;;;;;46.6982492415, 9.15611727682
9965;Weisstannen, Oberdorf;;;;;;;;;;;;;46.9891967011, 9.34316170063
9969;Flumserberg Tannenbodenalp PO;;;;;;;;;;;;;
9990;Amden, Post;;;Ziegelbrücke;14.0;;;;;;;;;47.1490122123, 9.14128053154
9996;Grabs, Hochhaus (Spital);;;;;;;;;;;;;
15994;Zug Fridbach;;;;;0;0;0;0;1;;0;1;47.1565775965, 8.51227569316
15995;Cham Alpenblick;;;;;0;0;0;0;1;;0;1;47.1822828869, 8.47144117681
16154;Bern Brünnen Westside;;;;;0;0;0;0;1;;0;0;46.9438677477, 7.37468189447
16161;Bern Wankdorf;;;;;0;0;0;0;1;Perronhöhe 55cm;0;0;46.9678193517, 7.46546497644
16187;Zug Schutzengel;;;;;0;0;0;0;1;;0;2;47.1737252745, 8.50722421468
16207;Burgdorf BLS;;;;;0;0;1;0;0;;0;0;
16216;Grächen, Post;;;;;;;;;;;;;
16350;Buchrain;;;;;0;0;0;0;1;;0;1;47.0936431378, 8.35663714452
16353;Baldegg Kloster;;;;;0;0;0;0;0;;0;0;47.1806078267, 8.28057856573
16354;Wolhusen Weid;;;;;0;0;0;0;1;;0;0;47.0651829727, 8.07110684852
16441;Vallorbe;;;;;0;0;0;0;0;;0;1;
16965;Meiringen;4.0;;Brienzwiler ZB;7.0;0;0;1;1;1;MIB-Haltstelle 300 Meter entfernt;0;1;
16966;Sarnen;;;Sachseln ZB;3.0;0;1;1;1;1;Postauto fahren ab Busbahnhof;0;2;
16988;Glattzentrum;;;;;0;0;1;1;1;;0;0;
17018;Flamatt;;;Bern Bümpliz Süd;10.0;0;0;0;0;1;;0;0;
17022;Ostermundigen;;;;;0;0;1;0;0;;0;0;
17028;Avenches;;;Payerne;10.0;0;1;1;0;1;;0;1;
17030;Murten;4.0;;;;1;1;1;1;1;Perronhöhe 55cm.;0;0;
17091;Lungern ZB;;;Brünig-Hasliberg ZB;5.0;0;0;1;0;1;;0;1;
17092;Brünig-Hasliberg ZB;;;Hasliberg Hohfluh, Post;5.0;0;0;0;0;1;;0;1;
9198;Preda;;;Samedan;12.0;0;0;0;0;1;;0;0;46.5881560142, 9.77731860406
9253;St. Moritz;3.0;;;;1;1;1;1;1;"Bernina-Bahnsteig hat nur Treppen-Zugang

SBB-Rollstuhl vorhanden!";0;0;46.4979672615, 9.84639099719
9253;St. Moritz;4.0;;;;1;1;1;1;1;"Bernina-Bahnsteig hat nur Treppen-Zugang

SBB-Rollstuhl vorhanden!";0;0;46.4979672615, 9.84639099719
9255;Pontresina;3.0;;;;1;1;0;1;1;Pferdeomnibus Roseg 200 m;0;0;46.4906477887, 9.89607757913
9257;Madulain;;;Samedan;10.0;0;0;0;0;0;;0;0;46.5870798428, 9.93835729234
9268;Scuol-Tarasp;5.0;;;;1;1;1;1;1;Postauto auf Bahnhofplatz Sektor C;0;0;46.7937752597, 10.2862148815
9276;Muottas Muragl;;;Samedan;3.0;;;;;;;;;46.5216802981, 9.90188037594
9351;Punt Muragl Staz;;;Samedan;3.0;0;0;0;0;0;;0;0;46.5073477886, 9.88041164731
9352;Surovas;;;Pontresina;1.0;0;0;0;0;0;;0;0;46.4856333274, 9.90568748866
9354;Bernina Suot;;;Pontresina;10.0;0;0;0;0;0;;0;0;46.4448453714, 9.96940020453
9360;Privilasco;;;Poschiavo;2.0;;;;;;;;;46.3378721963, 10.0550934346
9363;Curt, Li;;;Campocologno;13.0;;;;;;;;;46.3111861576, 10.0632122349
9367;Campascio;;;Campocologno;2.0;;;;;;;;;46.2446706173, 10.1317053012
9407;Weite;;;Sargans;7.0;0;0;0;0;1;;0;0;47.0914716434, 9.50160161901
9408;Trübbach;;;Sargans;4.0;0;0;0;1;0;;0;0;47.0715793423, 9.4803298083
9413;Flums;;;;;0;1;1;0;0;;0;1;47.0966128468, 9.34791662857
9414;Walenstadt;;;Sargans;13.0;0;0;0;0;0;;0;1;47.1198710093, 9.31297181278
9414;Walenstadt;;;Ziegelbrücke;20.0;0;0;0;0;0;;0;1;47.1198710093, 9.31297181278
9416;Unterterzen;;;Sargans;18.0;0;0;0;0;0;;0;1;47.1138559734, 9.25500777055
9450;Unterterzen LUOT;;;;;;;;;;;;;47.1133415287, 9.25510893493
9696;Degen, vitg;;;;;;;;;;;;;46.7077389462, 9.16939472282
9752;Andeer, posta;;;;;;;;;;;;;46.6021316819, 9.42663044381
9756;Borgonovo, Posta;;;;;;;;;;;;;46.3479361772, 9.60407370734
9760;Casaccia, Posta;;;;;;;;;;;;;46.3901571239, 9.66551858209
9773;Flims Dorf, Post;;;;;;;;;;;;;46.8367765039, 9.28757572679
9790;Lenzerheide/Lai, Post;;;;;;;;;;;;;46.7280447625, 9.55767229036
9791;Lumbrein, posta;;;;;;;;;;;;;46.6832694629, 9.13681407254
9799;Obersaxen Meierhof, Post;;;;;;;;;;;;;46.7488271128, 9.100054452
9850;Oberschan, Seilbahn;;;;;;;;;;;;;47.0981624018, 9.47458358062
9855;Süsom Givé (Passhöhe);;;;;;;;;;;;;46.6394393014, 10.2929495674
9869;Sta. Maria Val Müstair, posta;;;;;;;;;;;;;46.6021401805, 10.4250184147
9874;Savognin, posta;;;;;;;;;;;;;46.5955161089, 9.60088394167
9879;Siat, posta;;;;;;;;;;;;;46.7909617887, 9.16319949978
9958;Vella, posta;;;;;;;;;;;;;46.7175213775, 9.17341089559
9961;Vrin, posta;;;;;;;;;;;;;46.6551900605, 9.09882055667
9963;Waldheim;;;;;;;;;;;;;47.0374461988, 9.40848399072
9992;Arvenbüel, Arven;;;;;;;;;;;;;47.1472660947, 9.17382437039
10007;Vernier;;;Genève-Aéroport;3.0;0;0;0;0;1;;0;1;
15996;Hünenberg Zythus;;;;;0;0;0;0;1;;0;1;47.17360308, 8.45007424526
15997;Root D4;;;;;0;0;0;0;1;;0;0;47.1048571473, 8.37379836133
16153;Niederbipp;;;Wangen an der Aare;5.0;0;0;1;1;0;"Zugang SBB-Perron nur via 
Treppe.";0;1;47.2702527733, 7.69467541916
16176;Klingnau;;;Döttingen;1.0;0;0;0;0;1;;0;1;47.5820892736, 8.24881875083
16192;Kerzers;;;;;1;1;1;1;1;zwei Bahnhofteile übers Kreuz versetzt;0;0;46.9756496433, 7.19167826385
16966;Sarnen;;;Alpnach Dorf ZB;6.0;0;1;1;1;1;Postauto fahren ab Busbahnhof;0;2;
17017;Düdingen;;;Fribourg/Freiburg;6.0;0;0;1;0;1;;0;0;
17019;Gümligen;;;Münsingen;8.0;0;0;1;1;1;;0;0;
17019;Gümligen;;;Rubigen;5.0;0;0;1;1;1;;0;0;
17019;Gümligen;;;Ostermundigen;3.0;0;0;1;1;1;;0;0;
17024;Aarberg;;;Lyss;5.0;0;0;1;1;0;;0;0;
17024;Aarberg;;;Kerzers;11.0;0;0;1;1;0;;0;0;
17027;Schüpfen;;;Lyss;7.0;0;0;1;1;1;;0;0;
17028;Avenches;;;Domdidier;3.0;0;1;1;0;1;;0;1;
17031;Grenchen Nord SBB;;;Moutier;10.0;1;1;0;0;1;"Alle Züge Richtung Biel ab Gleis 2
Alle Züge Richtung Delémont ab Gleis 1";0;2;
17087;Alpnach Dorf ZB;;;;;0;0;0;0;1;;0;1;
17088;Sachseln ZB;;;;;0;0;0;0;0;PTT nach Flüeli-Ranft ab Bahnhofplatz  10m;0;1;
17089;Giswil ZB;;;;;0;0;0;0;0;;0;1;
17091;Lungern ZB;;;Giswil ZB;10.0;0;0;1;0;1;;0;1;
17092;Brünig-Hasliberg ZB;;;Lungern ZB;5.0;0;0;0;0;1;;0;1;
17092;Brünig-Hasliberg ZB;;;Giswil ZB;15.0;0;0;0;0;1;;0;1;
17092;Brünig-Hasliberg ZB;;;Meiringen;5.0;0;0;0;0;1;;0;1;
17093;Brienzwiler ZB;;;Meiringen;7.0;0;0;0;0;1;;0;1;
17095;Ebligen ZB;;;Oberried am Brienzersee ZB;3.0;0;0;0;0;0;;0;1;
17097;Oberried am Brienzersee ZB;;;Ringgenberg ZB;6.0;0;0;0;0;1;;0;1;
18209;Locle TRN, Le;;;;;;;;;;;;;
18328;Chur Railservice RhB;;;;;;;;;;;;;
18427;Wolhusen;;;;;0;0;1;1;1;;0;0;
18434;Heiden;;;;;0;1;1;0;1;;0;0;
18522;Luzern Schwanenplatz;;;;;;;;;;;;;47.0532828321, 8.30890530083
18749;Lyss Grien;;;Lyss;3.0;;;;;;;;;47.0730383291, 7.29662192384
18963;Solothurn Allmend;;;;;0;0;0;0;0;;1;0;47.2088750961, 7.52142884826
18987;Brig Rail Center MGB;;;;;;;;;;;;;
19133;Fribourg/Freiburg Poya;;;Fribourg/Freiburg;2.0;0;0;0;0;1;;0;0;46.8147023081, 7.15543003707
19370;Bernina Diavolezza;;;Ospizio Bernina;6.0;0;0;0;0;0;;0;0;46.4417936475, 9.98230332116
75695;Cruina;;;;;;;;;;;;;46.4755714911, 8.42363860208
81567;Val Müstair domicil;;;;;;;;;;;;;46.6294467006, 10.4498406104
83688;Scuol domicil;;;;;;;;;;;;;46.7957441903, 10.2956773361
99808;St. Moritz, Bad;;;;;;;;;;;;;
5408;Ranzo-S. Abbondio;;;;;0;0;1;1;0;;0;0;46.1169976034, 8.77653228958
5410;Gerra (Gambarogno);;;Ranzo-S. Abbondio;1.0;0;0;0;1;0;;;0;46.1220435171, 8.784962426
5415;S. Antonino;;;Cadenazzo;2.0;0;0;0;0;0;;0;0;46.1604416733, 8.97392431539
5494;Intragna;;;;;0;1;1;1;1;;;0;46.1776642743, 8.70226914
5558;Porto Ceresio SNL;;;;;;;;;;;;;45.9039366701, 8.90067289181
5748;Steinhaus, Dorfplatz;;;;;;;;;;;;;46.4226329423, 8.17785056691
5751;Astano, Posta;;;;;;;;;;;;;46.0119862205, 8.81757944088
5754;Belvedere Furka;;;Oberwald;26.0;;;;;;;;;46.5767380569, 8.3883507222
5757;Carona, Paese;;;;;;;;;;;;;45.9574168307, 8.93605432265
5768;Rossa;;;;;;;;;;;;;46.3728256129, 9.12569994565
5777;Bedigliora, Paese;;;;;;;;;;;;;46.0028647605, 8.84366034111
5961;Lostallo, Paese;;;;;;;;;;;;;46.3133057855, 9.19606238924
6004;Kollbrunn;;;;;0;0;0;1;0;;0;1;47.4583242963, 8.77399383924
6005;Rikon;;;Kollbrunn;3.0;0;0;0;0;1;;0;0;47.4450032571, 8.79630774826
6005;Rikon;;;Winterthur Seen;8.0;0;0;0;0;1;;0;0;47.4450032571, 8.79630774826
6013;Aadorf;;;Eschlikon;6.0;0;0;0;0;1;;0;1;47.4881178542, 8.90328450849
6014;Elgg;;;Winterthur;12.0;0;0;1;0;1;;0;1;47.4985287524, 8.86339187202
6014;Elgg;;;Eschlikon;9.0;0;0;1;0;1;;0;1;47.4985287524, 8.86339187202
6014;Elgg;;;Oberwinterthur;10.0;0;0;1;0;1;;0;1;47.4985287524, 8.86339187202
6015;Räterschen;;;Winterthur;7.0;0;0;0;0;1;;0;0;47.4986756956, 8.79499713285
6016;Oberwinterthur;;;Winterthur;4.0;0;0;0;0;1;;0;1;47.5079184546, 8.76037093131
6021;Dinhard;;;Winterthur;10.0;0;0;0;0;1;;0;0;47.5533468989, 8.75295793686
6021;Dinhard;;;Seuzach;2.0;0;0;0;0;1;;0;0;47.5533468989, 8.75295793686
6021;Dinhard;;;Ossingen;10.0;0;0;0;0;1;;0;0;47.5533468989, 8.75295793686
6029;Singen (Hohentwiel);;;;;;;;;;;;;47.7584382815, 8.84037976459
6042;Pfungen;;;Winterthur;7.0;0;0;0;1;0;;0;1;47.5160332387, 8.64661156441
6043;Winterthur Wülflingen;;;Winterthur;4.0;0;0;0;0;1;;0;0;47.5064325739, 8.68090851224
6100;Frauenfeld;4.0;;;;1;1;1;1;1;;0;5;47.5581599749, 8.89653893491
6118;Triboltingen;;;Kreuzlingen;5.0;0;0;0;0;1;;0;0;47.6629006458, 9.10874984287
6119;Kurzrickenbach Seepark;;;Kreuzlingen Hafen;1.0;0;0;0;0;0;;0;0;47.6430854799, 9.19634957486
6126;Münsterlingen-Scherzingen;;;Güttingen;6.0;0;0;0;0;1;PTT-Bus ca. 2 min entfernt;0;0;47.6334235783, 9.2269983596
6168;Tägerschen;;;Weinfelden;12.0;0;0;0;0;1;;0;0;47.5093655501, 9.02478054512
6168;Tägerschen;;;Wil;7.0;0;0;0;0;1;;0;0;47.5093655501, 9.02478054512
6170;Münchwilen Pflegeheim;;;Wil;5.0;0;0;1;0;1;;0;0;47.4815944002, 8.99171966847
6173;Weberei Matzingen;;;Frauenfeld;5.0;0;0;1;0;1;;0;0;47.5272231149, 8.92219880826
6176;Wängi;;;Matzingen;3.0;0;0;1;0;1;P+R 200 Meter  gratis;0;0;47.4963974961, 8.95331403576
6177;Rosental;;;Wil;6.0;0;0;1;0;1;P+R am Bahnhof gratis;0;0;47.4922763266, 8.97524206093
6178;Münchwilen TG;;;Matzingen;8.0;0;0;1;0;1;;0;0;47.4768435425, 8.99915731777
6181;Bronschhofen;;;Wil;3.0;0;0;0;0;1;;0;0;47.4754416433, 9.03466211603
6182;Bettwiesen;;;Wil;6.0;0;0;0;0;1;;0;0;47.498616599, 9.02076959637
6184;Märwil;;;Wil;10.0;0;0;0;0;1;;0;0;47.5331267043, 9.06921723299
6190;Bussnang;;;Wil;12.0;0;0;0;0;1;;0;0;47.5560796135, 9.08414102198
6198;Tägerwilen Dorf;;;Kreuzlingen;2.0;0;0;0;0;1;;0;0;47.6537189524, 9.13954723327
6205;Bazenheid;;;Bütschwil;6.0;0;0;0;0;1;;0;1;47.4101281088, 9.06904195327
6207;Schwarzenbach SG;;;Wil;4.0;0;0;0;0;1;;0;0;47.4451854709, 9.06841869318
6208;Uzwil;5.0;;;;1;1;1;1;1;;0;3;47.4364421946, 9.13097170762
6210;Gossau SG;5.0;;;;1;1;1;1;1;Appenzellerbahnen Umstieg Gleis 11/12;0;3;47.4118296551, 9.25303263655
6215;Bischofszell Nord;;;Bischofszell Stadt;3.0;0;0;0;1;1;;0;1;47.5004169871, 9.23401945255
6215;Bischofszell Nord;;;Amriswil;9.0;0;0;0;1;1;;0;1;47.5004169871, 9.23401945255
6262;Hoher Kasten;;;;;;;;;;;;;47.2837551184, 9.48494273247
